listing_id,name,room_type_model,neighbourhood_model,capacity_bucket,actual_price,oof_predicted_price,oof_percent_above_expected,residual_signal_score,cluster,cluster_distance_percentile,gmm_anomaly_percentile,cluster_anomaly_score,cluster_adjusted_signal_score,availability_rate,reviews_last_365_days
994197871776868819,Cottage and Modern Guesthouse Central Austin,Entire home/apt,78703,5-6 guests,444.84,217.2200258452595,104.78774839889282,97.75092636381784,1,99.58944281524926,98.17204301075269,98.88074291300097,98.08987132857277,0.96986301369863,0.0
5813732,"Creekside Retreat! Nature, Tree's, Yard, Pet's ok.",Entire home/apt,78745,3-4 guests,161.33,73.54798083485237,119.35340463289803,98.34759537398575,4,99.20821114369501,95.43499511241447,97.32160312805473,98.03979770020644,0.5945205479452055,7.0
844897215248838919,Three bedroom home,Entire home/apt,78727,3-4 guests,68.08,31.82040495965441,113.95076551137451,98.46909320913116,3,95.33724340175954,98.16226783968719,96.74975562072336,97.9532919326088,0.4849315068493151,0.0
1324915536546818363,Charming Home,Private room,78701,3-4 guests,916.0,482.0412058797073,90.0252486358161,97.84627798757565,5,98.18181818181819,96.72531769305964,97.45356793743892,97.72846497253462,1.0,0.0
1356516971896298968,Hook Em Haven | 2 Homes • Pool • Sleeps up to 32,Entire home/apt,78741,7+ guests,3042.0,1375.2774667252631,121.19172847668676,97.75315760290913,0,98.03519061583577,96.62756598240469,97.33137829912023,97.62662381177245,0.7808219178082192,0.0
1421924461368986367,"Landing | Modern 1BD, Clubhouse",Entire home/apt,78745,1-2 guests,83.62,43.39987852831047,92.67335033081552,96.44099791903912,1,99.75562072336265,99.8338220918866,99.79472140762462,97.44711496561477,0.9534246575342464,0.0
1663249159594961996,Austin • Couples City Escape • Pool + Downtown,Private room,78701,3-4 guests,495.5,270.1798548210055,83.39635289547009,97.08540007883872,1,96.33431085043989,99.92179863147605,98.12805474095796,97.39819647747449,0.7726027397260274,0.0
1258723420784209880,Modern couples retreat with pool,Entire home/apt,78734,3-4 guests,314.0,156.75665269407506,100.31047780332472,97.47142842286974,3,96.46138807429129,97.97653958944281,97.21896383186706,97.39568904556893,0.9835616438356164,5.0
1578226396407210420,Cozy & Peaceful Home – Perfect for Relaxing Stays,Entire home/apt,78754,7+ guests,622.0,320.04151845899435,94.34978405143843,97.6852394916911,0,97.64418377321603,95.2297165200391,96.43695014662757,97.31075268817204,0.9013698630136986,4.0
1100736390821200576,'72 VW Bus Camper,Entire home/apt,78703,1-2 guests,571.0,323.9722078380476,76.249686295758,96.30084877095106,1,99.8533724340176,99.26686217008798,99.56011730205279,97.27862933028157,0.736986301369863,0.0
1090966434399039962,Nice place at North Austin,Private room,78726,1-2 guests,787.33,171.37818624364832,359.4108604234224,99.69696969696967,1,95.92375366568915,87.03812316715542,91.48093841642228,97.23216031280545,0.2383561643835616,0.0
842066613080484785,Luxury condo on Rainey Street,Entire home/apt,78701,5-6 guests,65.08,27.420128155616872,137.34389434889894,98.44015235783868,1,99.37438905180841,89.18866080156403,94.28152492668622,97.19256412849293,1.0,0.0
1011552512616381701,Driftwood Hill Country Studio,Private room,78737,1-2 guests,314.0,111.46451528910274,181.7040016597085,99.0909090909091,4,88.20136852394917,97.32160312805475,92.76148582600196,97.19208211143695,0.5616438356164384,13.0
1590707179074615621,Whimsical Studio on the Eastside,Entire home/apt,78702,1-2 guests,217.0,120.92698201141567,79.44713114523512,97.2257628022004,2,94.37927663734116,99.30596285434994,96.84261974584555,97.11081988529394,0.4,38.0
2189688,Modern loft in the heart of E 6th,Entire home/apt,78702,3-4 guests,563.67,334.5354376697225,68.49336020314105,96.3132055562852,3,97.14565004887585,99.25708699902248,98.20136852394916,96.87965444658438,0.9917808219178084,0.0
1111484069177681250,2 BD Condo Downtown Wynd. Austin,Private room,78701,5-6 guests,1273.33,481.6438359703101,164.3717006021212,99.57771260997067,3,90.14662756598241,90.63538611925709,90.39100684261976,96.8217008797654,0.9863013698630136,0.0
1375307443514672958,Luxury Stay Townhome in North Austin,Entire home/apt,78729,5-6 guests,445.5,215.548720110639,106.6818117831223,98.0611260165138,4,93.16715542521993,94.58455522971651,93.87585532746823,96.80554480980011,0.8493150684931506,9.0
46528916,Rock Way Getaway,Entire home/apt,78736,5-6 guests,587.0,201.51236243559748,191.2972647956538,99.3978494623656,3,86.08993157380253,95.17106549364614,90.63049853372434,96.76764418377321,0.2465753424657534,0.0
1619082066318629964,Luxury House Downtown with Massive Yard,Entire home/apt,78702,5-6 guests,1454.0,272.8851240055646,432.8249406407183,99.88499298737727,5,92.55131964809384,86.43206256109482,89.49169110459434,96.76700242254238,0.8273972602739726,2.0
1388318782823790709,Studio Park Model Rental,Private room,78744,1-2 guests,104.57,43.44920878520631,140.6718164120039,97.84290625948024,1,94.34995112414467,93.77321603128055,94.06158357771261,96.70850945494995,0.4767123287671233,0.0
654238272235410154,Cozy SOCO (South Congress) Downtown Austin Condo,Entire home/apt,78704,1-2 guests,202.8,81.95996308695307,147.43788596493778,98.56131224483929,3,88.9247311827957,95.66959921798632,92.297165200391,96.68206813150479,0.273972602739726,2.0
1633521708675689592,Retreat at Lake Travis Austin/Water Front /Boating,Entire home/apt,78734,7+ guests,1963.0,817.3869179657306,140.15554407029302,98.49839407903924,0,86.4613880742913,97.83968719452591,92.15053763440861,96.59403714565005,0.9835616438356164,7.0
1129740102673984141,Austin Style Getaway | Pool Gym Rooftop | Best Loc,Entire home/apt,78704,7+ guests,1439.44,351.780592677168,309.18687101109816,99.64084541130912,2,81.43695014662757,96.51026392961877,88.97360703812316,96.44067389935333,0.8082191780821918,55.0
2380947,ACL House in Clarksville - 1 mile from venue,Entire home/apt,78703,5-6 guests,1555.0,776.7114946577095,100.2030368670256,97.15148312510831,1,98.24046920821115,91.19257086999022,94.71652003910069,96.42099419930602,0.2438356164383561,0.0
816002027108903253,Iconic luxury SoCo home and additional guest house,Entire home/apt,78704,7+ guests,1587.0,493.7525230086415,221.41607911788327,99.15889681555004,0,83.48973607038123,96.55913978494624,90.02443792766374,96.41855914918415,0.3041095890410959,0.0
1235040621259811192,Frida's Place - Pets Stay Free,Entire home/apt,78758,3-4 guests,172.93,88.368318155932,95.69230648347644,97.631251611135,5,97.5366568914956,88.9247311827957,93.23069403714564,96.31108433893819,0.2520547945205479,0.0
701562925667608252,Wizard's Guest Cottage,Entire home/apt,78737,3-4 guests,520.0,255.3597377781421,103.63429431924727,98.5383085583308,3,91.65200391006843,89.75562072336267,90.70381231671556,96.18795968584622,0.7698630136986301,6.0
942806692851888109,Lux Hotel Standards. Sleeps 6+,Entire home/apt,78758,5-6 guests,3000.0,224.47633143659016,1236.4437937847522,99.9921798631476,5,94.48680351906158,79.89247311827957,87.18963831867057,96.15141739980449,0.7397260273972602,0.0
11694690,Beautiful house on Lake Austin,Private room,78732,1-2 guests,388.0,202.1879328631936,91.90067107641504,96.7644183773216,3,93.51906158357771,95.03421309872923,94.27663734115347,96.01808406647116,1.0,0.0
1266865334804574708,Modern Casita w/ Pool & Hot Tub,Entire home/apt,78704,1-2 guests,999.0,301.8895376619491,230.91574081598804,99.50580400782012,1,91.7106549364614,84.01759530791789,87.86412512218965,96.01330034213098,0.2410958904109589,0.0
1690760048869752293,Skyline in Hyde ~Two Rooftop Terraces~ Pool+Spa,Entire home/apt,78751,7+ guests,1036.29,610.7660022194495,69.6705442402242,94.32855853823597,0,99.95112414467253,99.8435972629521,99.89736070381232,95.99919918790887,0.96986301369863,1.0
1421924483793567156,"Landing | Amazing 2BD, Clubhouse",Entire home/apt,78745,3-4 guests,92.75,58.7666685351734,57.82756162957694,94.33323250803085,3,99.82404692082112,99.63831867057674,99.73118279569893,95.95261759433127,0.9534246575342464,1.0
598701409539845963,Business Room with 1 King Bed in Austin,Entire home/apt,78752,1-2 guests,640.0,285.03191924572934,124.53625604234468,99.11683508601529,1,92.0039100684262,85.05376344086022,88.52883675464321,95.94043558660366,1.0,0.0
1635694320252295679,Luxury Master Bedroom With Private Bath,Private room,78734,1-2 guests,274.67,118.13044698084816,132.5141460308965,98.40664711632454,1,90.17595307917888,89.58944281524927,89.88269794721407,95.84946236559139,0.3561643835616438,0.0
1514750757651745775,The Velvet Flat l Downtown ATX,Entire home/apt,78701,1-2 guests,1128.0,399.9914638189193,182.00601813609163,99.12743989613026,1,94.3304007820137,82.02346041055718,88.17693059628544,95.8422871061768,0.2465753424657534,0.0
