listing_id,name,room_type_model,property_type,neighbourhood_model,capacity_bucket,actual_price,oof_predicted_price,price_gap_dollars,oof_percent_above_expected,residual_signal_score,cluster_anomaly_score,demand_proxy_score,final_overpricing_score,candidate_label,price_gap_label,availability_rate,reviews_last_365_days,cluster
11694690,Beautiful house on Lake Austin,Private room,Private room in home,78732,1-2 guests,388.0,202.1879328631936,185.8120671368064,91.90067107641504,96.7644183773216,94.27663734115347,93.60508308895406,95.66857282502444,strong candidate,50%+ above expected,1.0,0.0,3
598701409539845963,Business Room with 1 King Bed in Austin,Entire home/apt,Entire rental unit,78752,1-2 guests,640.0,285.03191924572934,354.96808075427066,124.53625604234468,99.11683508601529,88.52883675464321,93.60508308895406,95.64307270361309,strong candidate,100%+ above expected,1.0,0.0,1
1421924461368986367,"Landing | Modern 1BD, Clubhouse",Entire home/apt,Entire rental unit,78745,1-2 guests,83.62,43.39987852831047,40.22012147168954,92.67335033081552,96.44099791903912,99.79472140762462,82.6871945259042,95.21635828221525,strong candidate,50%+ above expected,0.9534246575342464,0.0,1
634032332228047258,Austin 4 Bedroom in central location,Entire home/apt,Entire home,78723,3-4 guests,2169.0,441.98247673164695,1727.017523268353,390.7434376220588,98.84893804248644,86.11436950146629,93.60508308895406,94.87871766420155,moderate candidate,100%+ above expected,1.0,0.0,1
1298754878094882223,Departamento @WestCampus,Private room,Private room in rental unit,78705,1-2 guests,1581.0,103.17361757895844,1477.8263824210417,1432.3684844045192,99.9960899315738,82.07722385141741,91.81622678396872,94.28939393939395,moderate candidate,100%+ above expected,0.9972602739726028,0.0,1
1660483173526805583,"Landing | Stylish 1BD, Clubhouse",Entire home/apt,Entire rental unit,78724,1-2 guests,197.0,118.65041329467547,78.34958670532453,66.0339770673521,94.26444410145598,98.26001955034214,86.76050830889541,94.13774759479344,moderate candidate,50%+ above expected,1.0,1.0,5
4236671,Entire Apt ON Town Lake,Entire home/apt,Entire rental unit,78704,5-6 guests,1739.0,622.8406720009368,1116.1593279990632,179.20463100351037,98.81253927524088,83.10361681329422,93.60508308895406,94.10419023181119,moderate candidate,100%+ above expected,1.0,0.0,3
52095465,Private room with queen bed  in a house,Private room,Private room in home,78744,1-2 guests,82.97,49.3068386833455,33.6631613166545,68.2728039670996,93.39479893484342,98.19648093841644,89.80449657869013,94.05667408231368,moderate candidate,50%+ above expected,0.989041095890411,0.0,3
1927188,Georgeous 2BR home in East Austin,Entire home/apt,Entire bungalow,78721,5-6 guests,476.75,278.47081537422537,198.27918462577463,71.20285993320896,96.83615527517377,88.3284457478006,91.81622678396872,93.95623861964971,moderate candidate,50%+ above expected,0.9972602739726028,0.0,3
1258723420784209880,Modern couples retreat with pool,Entire home/apt,Entire rental unit,78734,3-4 guests,314.0,156.75665269407506,157.24334730592494,100.31047780332472,97.47142842286974,97.21896383186706,74.13391984359725,93.9076859882282,moderate candidate,100%+ above expected,0.9835616438356164,5.0,3
1021924434563543067,5 Mi to Dtwn Austin: Vibrant Home w/ Patio,Entire home/apt,Entire home,78741,7+ guests,655.0,290.0504059591004,364.9495940408996,125.82281787682126,98.35539627479704,97.64418377321604,69.48778103616814,93.84745086360745,moderate candidate,100%+ above expected,0.8986301369863013,1.0,3
5715331,Cozy camper for EZcampin',Private room,Private room in camper/rv,78745,1-2 guests,80.0,54.7904474405453,25.2095525594547,46.01085360146093,91.41513856010552,99.14956011730206,93.60508308895406,93.67723562873194,moderate candidate,25%+ above expected,1.0,0.0,3
1000683736790987890,Gay Friendly Two Houses Central Austin,Entire home/apt,Entire home,78703,7+ guests,533.99,243.63546845425867,290.35453154574134,119.17580530777845,98.9975442862933,85.79178885630498,85.38514173998045,93.6542450468493,moderate candidate,100%+ above expected,0.96986301369863,0.0,1
1112310937425904822,"Austin Hill Country Vacation Home - Pool, Big Yard",Entire home/apt,Entire home,78737,5-6 guests,2727.5,652.605921469132,2074.894078530868,317.9398179317638,99.5262412781879,80.33724340175954,91.81622678396872,93.57248963494793,moderate candidate,100%+ above expected,0.9972602739726028,0.0,3
2457749,Heart of South Austin - 78704,Entire home/apt,Entire rental unit,78704,3-4 guests,62.2,39.798675326057605,22.401324673942398,56.28660876377325,92.28685377735442,96.18279569892474,93.60508308895406,93.45857365448695,moderate candidate,50%+ above expected,1.0,0.0,3
1240020730298665774,F1 weekend room w/ 2 queen beds,Private room,Room in hotel,78735,5-6 guests,1142.0,208.3629631370272,933.6370368629728,448.08205009494833,99.81427174975562,79.08602150537634,91.81622678396872,93.43250244379276,moderate candidate,100%+ above expected,0.9972602739726028,0.0,1
1690760048869752293,Skyline in Hyde ~Two Rooftop Terraces~ Pool+Spa,Entire home/apt,Entire home,78751,7+ guests,1036.29,610.7660022194495,425.5239977805504,69.6705442402242,94.32855853823597,99.89736070381232,78.5405669599218,93.35256034288292,moderate candidate,50%+ above expected,0.96986301369863,1.0,0
812448064577512168,Hill country retreat,Private room,Private room in home,78737,1-2 guests,1070.0,182.63198749258763,887.3680125074123,485.87765193292194,99.8435972629521,94.2375366568915,64.98631476050832,93.21348973607039,moderate candidate,100%+ above expected,0.736986301369863,0.0,1
844161024790161862,SXSW Room for Rent,Private room,Private room in home,78724,1-2 guests,229.0,110.34159122201358,118.65840877798642,107.53733697680592,96.53768540949469,85.69403714565004,91.81622678396872,93.11855454970463,moderate candidate,100%+ above expected,0.9972602739726028,0.0,1
3561885,The Penthouse: Best View & Location,Entire home/apt,Entire rental unit,78701,7+ guests,431.42,254.19747293663548,177.22252706336454,69.7184456698125,95.12609308563148,90.51808406647116,88.72825024437928,93.01441440465358,moderate candidate,50%+ above expected,0.9835616438356164,0.0,3
1356516971896298968,Hook Em Haven | 2 Homes • Pool • Sleeps up to 32,Entire home/apt,Entire home,78741,7+ guests,3042.0,1375.2774667252631,1666.7225332747369,121.19172847668676,97.75315760290913,97.33137829912025,66.81915933528838,93.00761303681878,moderate candidate,100%+ above expected,0.7808219178082192,0.0,0
1133280464547453595,SoCo Austin  Stay - Walk to DT | Parking Pool Gym,Entire home/apt,Entire rental unit,78704,7+ guests,3029.54,423.7830120318481,2605.756987968152,614.8800008463587,99.95698924731184,95.2199413489736,61.484848484848484,93.00190615835777,moderate candidate,100%+ above expected,0.8082191780821918,1.0,5
1633521708675689592,Retreat at Lake Travis Austin/Water Front /Boating,Entire home/apt,Entire home,78734,7+ guests,1963.0,817.3869179657306,1145.6130820342694,140.15554407029302,98.49839407903924,92.1505376344086,72.0654936461388,92.94649490294651,moderate candidate,100%+ above expected,0.9835616438356164,7.0,0
1421924483793567156,"Landing | Amazing 2BD, Clubhouse",Entire home/apt,Entire rental unit,78745,3-4 guests,92.75,58.7666685351734,33.9833314648266,57.82756162957694,94.33323250803085,99.73118279569891,75.84261974584555,92.90912816562007,moderate candidate,50%+ above expected,0.9534246575342464,1.0,3
823653096775649653,"Studio, 1 King Bed with Sofa bed",Private room,Room in hotel,78753,1-2 guests,489.0,181.9123955808497,307.0876044191503,168.81070882421935,99.59726295210166,77.41446725317692,91.81622678396872,92.88440860215051,moderate candidate,100%+ above expected,0.9972602739726028,0.0,1
1663249159594961996,Austin • Couples City Escape • Pool + Downtown,Private room,Private room in resort,78701,3-4 guests,495.5,270.1798548210055,225.3201451789945,83.39635289547009,97.08540007883872,98.12805474095796,66.56695992179863,92.76829772081251,moderate candidate,50%+ above expected,0.7726027397260274,0.0,1
1329347794841621372,Central large bright Downtown Austin,Private room,Private room in condo,78703,3-4 guests,778.0,231.9191812135913,546.0808187864087,235.46168795908392,99.58944281524928,99.26197458455523,54.18572825024438,92.69701857282503,moderate candidate,100%+ above expected,0.4931506849315068,0.0,3
631075718046577396,Hilltop Overlook,Entire home/apt,Entire villa,78746,7+ guests,2846.33,1251.4523438833246,1594.8776561166753,127.4421406385866,94.76218177511848,91.32942326490712,86.42033235581623,92.6527147346703,moderate candidate,100%+ above expected,0.9753424657534246,0.0,0
1100736390821200576,'72 VW Bus Camper,Entire home/apt,Camper/RV,78703,1-2 guests,571.0,323.9722078380476,247.0277921619524,76.249686295758,96.30084877095106,99.5601173020528,64.98631476050832,92.41848580216008,moderate candidate,50%+ above expected,0.736986301369863,0.0,1
1040583454229152701,South Austin Gem,Entire home/apt,Entire rental unit,78745,1-2 guests,537.0,234.2604554033,302.7395445967,129.2320311063629,98.05467572976318,80.772238514174,89.27077223851418,92.41648090217852,moderate candidate,100%+ above expected,0.9863013698630136,0.0,1
567284654720799577,Above Austin Country Club I Pool&Spa I Game Room I,Entire home/apt,Entire home,78746,7+ guests,2677.5,1402.2555989663483,1275.2444010336517,90.9423647139422,91.7215953021209,94.60410557184753,90.33822091886609,92.23471671206433,moderate candidate,50%+ above expected,0.9917808219178084,0.0,5
1578226396407210420,Cozy & Peaceful Home – Perfect for Relaxing Stays,Entire home/apt,Entire home,78754,7+ guests,622.0,320.04151845899435,301.95848154100565,94.34978405143843,97.6852394916911,96.43695014662757,63.30009775171065,92.21539589442816,moderate candidate,50%+ above expected,0.9013698630136986,4.0,0
1141445,Private Bath Suite · Walk-In Closet · East Austin!,Private room,Private room in home,78702,1-2 guests,55.91,32.48570218866663,23.424297811333368,72.10648449367815,91.84611087836896,91.57380254154448,93.60508308895406,92.04187962575061,moderate candidate,50%+ above expected,1.0,0.0,3
1557449685700975715,Downtown Austin Luxury Oasis by Lady Bird Lake ATX,Entire home/apt,Entire rental unit,78701,1-2 guests,471.08,229.6405193067782,241.43948069322178,105.13801371903418,97.48632173010137,85.03910068426197,81.18572825024438,91.92942744666296,moderate candidate,100%+ above expected,0.9808219178082191,1.0,3
894949897647353482,Austin City View,Entire home/apt,Entire home,78704,1-2 guests,91.51,38.01966331995872,53.49033668004129,140.69124239709168,98.3523742524869,75.22482893450635,93.60508308895406,91.85839424846183,moderate candidate,100%+ above expected,1.0,0.0,1
37394101,"Pool Canyon Lodge on Lake Travis, Austin Texas",Entire home/apt,Entire home,78734,7+ guests,2016.33,971.7493310166262,1044.5806689833737,107.49486885579356,97.4039240329563,86.85239491691104,77.18866080156403,91.73375226923615,moderate candidate,100%+ above expected,0.9068493150684932,0.0,0
942806692851888109,Lux Hotel Standards. Sleeps 6+,Entire home/apt,Entire rental unit,78758,5-6 guests,3000.0,224.47633143659016,2775.52366856341,1236.4437937847522,99.9921798631476,87.18963831867057,65.42619745845553,91.60664711632452,moderate candidate,100%+ above expected,0.7397260273972602,0.0,5
690079669326713545,Lovely one bedroom with a pool..,Entire home/apt,Entire rental unit,78727,1-2 guests,1421.0,187.3994456091744,1233.6005543908257,658.2733211300563,99.93157380254156,69.92179863147605,93.60508308895406,91.48015640273707,moderate candidate,100%+ above expected,1.0,0.0,1
10733649,Howdy Haven Tipi,Entire home/apt,Tipi,78727,1-2 guests,273.5,189.6051535703018,83.89484642969819,44.24713403087519,89.5116439537692,99.83382209188662,84.97165200391007,91.41118969581969,moderate candidate,25%+ above expected,0.9972602739726028,1.0,3
1298621314725313847,Pickleball Heated Pool 1bed/bath,Entire home/apt,Entire guesthouse,78757,3-4 guests,709.36,258.6394849169222,450.7205150830778,174.26593438656676,98.57543063262328,72.5464320625611,93.60508308895406,91.32262885855735,moderate candidate,100%+ above expected,1.0,0.0,1
1619082066318629964,Luxury House Downtown with Massive Yard,Entire home/apt,Entire home,78702,5-6 guests,1454.0,272.8851240055646,1181.1148759944354,432.8249406407183,99.88499298737727,89.49169110459434,60.03519061583577,91.3091971609503,moderate candidate,100%+ above expected,0.8273972602739726,2.0,5
1618349521466208741,The Willow house,Private room,Private room in home,78702,3-4 guests,342.4,168.21503962968927,174.1849603703107,103.5489815617936,96.99050411953638,83.31378299120234,81.88367546432063,91.3052995391705,moderate candidate,100%+ above expected,0.9835616438356164,1.0,3
1576985681881267521,House in Bee Cave,Entire home/apt,Entire home,78738,5-6 guests,2510.6,914.4287394603522,1596.1712605396478,174.55392549031478,99.32942326490716,71.61290322580645,91.81622678396872,91.27331378299121,moderate candidate,100%+ above expected,0.9972602739726028,0.0,1
844897215248838919,Three bedroom home,Entire home/apt,Entire home,78727,3-4 guests,68.08,31.82040495965441,36.25959504034559,113.95076551137451,98.46909320913116,96.74975562072336,53.34995112414468,91.27138749928123,moderate candidate,100%+ above expected,0.4849315068493151,0.0,3
1673482369621510771,Downtown Austin and Lady Bird Lake Apartment,Entire home/apt,Entire rental unit,78704,3-4 guests,1455.0,394.542058986644,1060.457941013356,268.7819756750584,99.33119245046414,76.52492668621701,82.95992179863148,91.17393541162747,moderate candidate,100%+ above expected,0.989041095890411,1.0,3
3562212,3 Story Contemporary Tree House,Entire home/apt,Entire home,78731,7+ guests,904.44,572.2176852231722,332.22231477682783,58.05872893412178,91.55728764727068,88.58260019550343,93.60508308895406,91.12078510058139,moderate candidate,50%+ above expected,1.0,0.0,3
834073202989741112,Monthly Stay: Near Barton Springs & Zilker Park,Entire home/apt,Entire home,78704,1-2 guests,180.5,118.76030616281028,61.73969383718972,51.98680925641086,91.1514306969122,99.46236559139786,75.96871945259042,90.95175773388534,moderate candidate,50%+ above expected,0.9863013698630136,4.0,3
37711261,Perfect setting for large groups to spread out,Entire home/apt,Entire home,78737,7+ guests,1345.5,788.8027852083251,556.6972147916749,70.57495551878021,94.76035161463416,97.6392961876833,63.87781036168133,90.84770656995352,moderate candidate,50%+ above expected,0.8931506849315068,3.0,0
15255266,Hyde Park Private Room\Full Bath,Private room,Private room in home,78751,1-2 guests,480.0,152.55101112316035,327.4489888768396,214.64884858250943,99.7145650048876,67.77126099706744,93.60508308895406,90.81231671554254,moderate candidate,100%+ above expected,1.0,0.0,3
1693091601161805067,10BR Tropical Group Compound | Pool | Hot Tub,Entire home/apt,Entire home,78702,7+ guests,1503.0,1017.4399626278432,485.5600373721568,47.7237041208852,90.95507671384247,95.54252199413487,82.31769305962854,90.80633048578348,moderate candidate,25%+ above expected,0.9506849315068492,0.0,0
50058508,Plush & comforting,Private room,Private room in rental unit,78723,1-2 guests,1427.0,134.76518452618825,1292.2348154738118,958.8788232042958,99.98826979472142,97.00879765395896,43.61681329423266,90.78768328445749,moderate candidate,100%+ above expected,0.2410958904109589,0.0,1
1521270636877901878,Wellness Estate by Lady Bird Lake — Gym + Sauna,Entire home/apt,Entire home,78702,7+ guests,3566.5,939.044409039173,2627.455590960827,279.80099403916694,99.64960261804582,70.69403714565006,88.72825024437928,90.7725083938969,moderate candidate,100%+ above expected,0.9835616438356164,0.0,1
21398002,N.Lamar: Two People - Shared Room,Shared room,Shared room in rental unit,78751,1-2 guests,23.89,17.50208618455211,6.387913815447892,36.49801371156581,94.92473118279572,86.11925708699903,81.50537634408602,90.71045943304009,moderate candidate,25%+ above expected,0.9452054794520548,0.0,3
1103839841049045194,One bedroom King room in Austin,Private room,Room in hotel,78723,1-2 guests,337.0,150.86805142668643,186.13194857331357,123.37399920868168,97.53622703992237,89.58944281524927,64.98631476050832,90.66704414184198,moderate candidate,100%+ above expected,0.736986301369863,0.0,3
36004894,Home 1,Private room,Private room in rental unit,78717,1-2 guests,342.4,96.16053223474238,246.2394677652576,256.0712405003644,99.47214076246334,97.85434995112414,42.56402737047899,90.53147605083089,moderate candidate,100%+ above expected,0.2273972602739726,0.0,1
694214369494001166,Relaxing Retreat Villa with Pool+Hot Tub+Goats,Entire home/apt,Entire villa,78737,3-4 guests,675.0,389.9934159223368,285.0065840776632,73.07984505420968,95.80490106852731,91.6177908113392,67.1564027370479,90.46084875450838,moderate candidate,50%+ above expected,0.7890410958904109,0.0,0
1113040921549127365,Studio king,Private room,Room in hotel,78704,1-2 guests,294.3,141.29116499643672,153.0088350035633,108.29327864019103,95.44681378077962,88.82209188660802,71.81622678396872,90.24604525771508,moderate candidate,100%+ above expected,0.958904109589041,3.0,5
1375307443514672958,Luxury Stay Townhome in North Austin,Entire home/apt,Entire home,78729,5-6 guests,445.5,215.548720110639,229.951279889361,106.6818117831223,98.0611260165138,93.87585532746824,52.65298142717497,90.20358665585158,moderate candidate,100%+ above expected,0.8493150684931506,9.0,4
723113228536681659,South Austin Clean Room,Private room,Private room in rental unit,78744,1-2 guests,182.71,112.4606737984581,70.2493262015419,62.46568140560533,91.99583712542557,83.80742913000978,93.60508308895406,90.19012202110089,moderate candidate,50%+ above expected,1.0,0.0,3
631317464260042124,Lovely 1 bedroom apartment with a pool,Private room,Private room in rental unit,78747,3-4 guests,297.0,232.5892265991852,64.4107734008148,27.692930727102105,87.0429409300377,95.56695992179864,93.60508308895406,90.15826700181539,moderate candidate,25%+ above expected,1.0,0.0,1
1388318782823790709,Studio Park Model Rental,Private room,Room in hotel,78744,1-2 guests,104.57,43.44920878520631,61.120791214793684,140.6718164120039,97.84290625948024,94.0615835777126,52.87487781036169,90.15237132167056,moderate candidate,100%+ above expected,0.4767123287671233,0.0,1
1584309356132047994,A Room in Luxury Townhomes Near Domain,Private room,Private room in townhouse,78729,1-2 guests,126.0,85.5193431570055,40.480656842994506,47.33508858770794,91.22884189947008,92.80547409579668,81.2991202346041,90.13354169882183,moderate candidate,25%+ above expected,0.9945205479452056,2.0,3
1550198377413711246,Skyfall Retreat,Entire home/apt,Entire home,78734,7+ guests,3424.0,1145.837837029777,2278.162162970223,198.82064366766247,99.57746823069404,94.94134897360703,44.260997067448685,90.12096774193547,moderate candidate,100%+ above expected,0.4904109589041096,2.0,0
1329870674954301747,Hill Country Homestead Estate | 3 Homes on 5 Acres,Entire home/apt,Ranch,78737,7+ guests,2397.0,266.4545917532111,2130.545408246789,799.5904271074033,99.98044965786902,98.55327468230692,36.36754643206257,90.08172043010752,moderate candidate,100%+ above expected,0.0657534246575342,0.0,1
1538559035963705296,Hippie Hollow private suite.,Private room,Private room in home,78732,1-2 guests,194.0,127.55482065675952,66.44517934324048,52.09146859454216,92.0234604105572,94.26686217008798,75.0772238514174,90.04237536656893,moderate candidate,50%+ above expected,0.947945205479452,1.0,3
1330583847635892755,SXSW Oasis of Chill,Entire home/apt,Entire home,78724,7+ guests,871.0,436.8864755026838,434.1135244973162,99.3652925506158,97.64893906320052,69.44281524926686,93.60508308895406,89.99082971358014,watchlist,50%+ above expected,1.0,0.0,1
35937190,"Luxury Lake Austin: pool, hot tub & boat dock",Entire home/apt,Entire home,78746,7+ guests,3125.0,1305.4843844062,1819.5156155938,139.3747514200568,95.50412253838924,89.25219941348973,68.99120234604106,89.96420372831213,watchlist,100%+ above expected,0.9205479452054794,2.0,0
1562504323941198369,Gorgeous Lake Travis Views | Lakeway Village Cove,Entire home/apt,Entire condo,78734,5-6 guests,920.0,555.4853670057238,364.5146329942762,65.62092444651566,94.2421966014542,83.47507331378299,83.08015640273705,89.87610974972881,watchlist,50%+ above expected,0.9561643835616438,0.0,1
972546871233251583,2 rooms in lovely home near ACL.,Private room,Private room in home,78749,3-4 guests,343.0,144.8557909034309,198.1442090965691,136.78721980032077,98.95307917888564,82.96187683284458,64.98631476050832,89.86026392961878,watchlist,100%+ above expected,0.736986301369863,0.0,1
1089897591401514688,Corporate-Family Relocation Home,Entire home/apt,Entire home,78748,7+ guests,276.81,162.65003025121734,114.15996974878266,70.18748755992208,95.17571841291006,87.46823069403715,72.31671554252199,89.81999605263361,watchlist,50%+ above expected,0.947945205479452,2.0,3
1653786998013681797,Pool | 2BDR Deluxe Suite w/ Balcony | The Code,Entire home/apt,Entire rental unit,78704,3-4 guests,263.0,165.65142643100623,97.34857356899377,58.76712061368179,92.98829766644548,98.94916911045944,61.49755620723363,89.75490430856718,watchlist,50%+ above expected,1.0,41.0,2
51378531,"High Rise- 1BR w/ Rooftop Pool, Au",Entire home/apt,Entire rental unit,78701,3-4 guests,1272.0,721.7247705238179,550.2752294761821,76.24447046161376,96.97484174920164,69.86803519061584,93.60508308895406,89.69267631051805,watchlist,50%+ above expected,1.0,0.0,3
54072055,Fresh Studio near Domain w/ FREE Parking On-site,Entire home/apt,Entire guesthouse,78758,1-2 guests,206.0,137.5235828513455,68.47641714865449,49.79249066152769,93.00603371525546,90.9921798631476,73.87781036168133,89.63333674919237,watchlist,25%+ above expected,0.978082191780822,4.0,3
1643072502995075141,Downtown Stylish 2BR Apt Free Parking WiFi BookNow,Entire home/apt,Entire rental unit,78704,5-6 guests,311.0,176.7431976459881,134.2568023540119,75.96151033938216,95.11487571568216,95.65004887585532,57.35288367546432,89.58437019969278,watchlist,50%+ above expected,0.8410958904109589,4.0,5
1586943811445239605,Local POOL~5Bed~Sunroom/Gym/Garage/Backyard~Austin,Entire home/apt,Entire home,78729,7+ guests,798.0,293.8297534989286,504.1702465010714,171.58583856719935,98.68984422121004,78.96383186705766,70.70576735092864,89.56072960212974,watchlist,100%+ above expected,0.9753424657534246,6.0,0
1147208228286218683,Junior Suite w/ Lakeview at Lakeway Resort and Spa,Hotel room,Room in hotel,78734,3-4 guests,359.0,261.448235375934,97.55176462406598,37.31207613002141,92.00218655142254,95.86999022482894,68.77517106549365,89.4850851468848,watchlist,25%+ above expected,0.8136986301369863,0.0,5
41905528,Westlake Craftsman LUXE,Entire home/apt,Entire home,78746,7+ guests,1094.67,597.7452020169167,496.9247979830834,83.13321400261444,90.89363303347378,88.73900293255132,84.97165200391007,89.4666783538086,watchlist,50%+ above expected,0.9972602739726028,1.0,3
5813732,"Creekside Retreat! Nature, Tree's, Yard, Pet's ok.",Entire home/apt,Entire home,78745,3-4 guests,161.33,73.54798083485237,87.78201916514764,119.35340463289803,98.34759537398575,97.32160312805472,40.801564027370475,89.45919261051071,watchlist,100%+ above expected,0.5945205479452055,7.0,4
1158298577803887918,Austin Downtown Urban Luxury 2 Bedroom Condo,Entire home/apt,Entire rental unit,78701,5-6 guests,277.35,107.26972582953456,170.08027417046546,158.55384439104932,98.82925231979738,80.29814271749756,67.10361681329422,89.43762959324694,watchlist,100%+ above expected,0.936986301369863,4.0,3
1219664786610165284,Cute+Comfortable Stay - East ATX,Entire home/apt,Entire home,78724,7+ guests,299.0,185.7877602183296,113.2122397816704,60.936328447379104,93.24552583805556,82.91788856304984,84.97165200391007,89.4225354441823,watchlist,50%+ above expected,0.9972602739726028,1.0,3
701562925667608252,Wizard's Guest Cottage,Entire home/apt,Entire place,78737,3-4 guests,520.0,255.3597377781421,264.64026222185794,103.63429431924727,98.5383085583308,90.70381231671556,50.76148582600195,89.41316108807764,watchlist,100%+ above expected,0.7698630136986301,6.0,3
1231747041834864266,Private Bed/Bath inside Modern Eastside home,Private room,Private room in home,78702,1-2 guests,394.0,149.49989054201228,244.50010945798772,163.54534345915027,99.18028208350788,68.36754643206255,84.97165200391007,89.34580365870687,watchlist,100%+ above expected,0.9972602739726028,1.0,3
706567028597621956,Gorgeous & Views  Downtown Austin  2BD | 2BA,Entire home/apt,Entire condo,78701,3-4 guests,139.41,48.40841318719317,91.00158681280683,187.98713037939865,99.40685264648548,79.25219941348973,64.98631476050832,89.20510865533996,watchlist,100%+ above expected,0.736986301369863,0.0,1
1387754825227610158,Prime West Campus Apartment Near UT with Parking,Entire home/apt,Entire condo,78705,1-2 guests,105.4,49.85307423536376,55.54692576463624,111.421264619291,98.73198780978667,99.37927663734116,34.13880742913001,89.20483295957679,watchlist,100%+ above expected,0.1917808219178082,1.0,3
1090966434399039962,Nice place at North Austin,Private room,Private room in home,78726,1-2 guests,787.33,171.37818624364832,615.9518137563517,359.4108604234224,99.69696969696967,91.48093841642228,43.3206256109482,89.18651026392959,watchlist,100%+ above expected,0.2383561643835616,0.0,1
1191968241350678473,Unit 34 UT Austin - Red River (gated),Entire home/apt,Entire rental unit,78705,1-2 guests,85.47,42.946181101121375,42.52381889887862,99.01653140881548,97.98345261858408,88.34799608993157,55.244379276637346,89.16372748512893,watchlist,50%+ above expected,0.5287671232876713,0.0,1
834254845759173971,Master Bedroom in Austin,Private room,Private room in home,78724,3-4 guests,304.33,164.9883559309604,139.34164406903957,84.45544128420023,95.65454545454546,70.70381231671554,93.60508308895406,89.10944281524927,watchlist,50%+ above expected,1.0,0.0,3
1725159,Cool Art Meets South Austin,Entire home/apt,Entire guesthouse,78704,3-4 guests,44.17,28.37297765499224,15.797022345007761,55.676293609699016,92.17561181778936,80.57184750733137,90.90420332355816,89.08395946604018,watchlist,50%+ above expected,0.9945205479452056,0.0,1
1533530982291765324,Private Rooms Available in Newly Renovated Home,Private room,Private room in home,78753,1-2 guests,31.55,24.37910295940952,7.170897040590482,29.414113605942816,86.70128227243976,99.53567937438903,81.18572825024438,89.08254844459776,watchlist,25%+ above expected,0.9808219178082191,1.0,5
1450839361687498218,Stylish Austin Escape,Entire home/apt,Entire home,78750,5-6 guests,588.67,378.9787705230464,209.69122947695354,55.33060049446801,93.25487472346556,82.33626588465299,83.49364613880742,89.06103822606369,watchlist,50%+ above expected,0.9917808219178084,1.0,3
